1769904000000000,64978.39,64992.22,64969.48,65006.47,61.55298,1769904059999999,0,0,0,0,0
1769904060000000,64837.79,64989.04,64766.22,64859.54,12.08581,1769904119999999,0,0,0,0,0
1769904120000000,64873.44,64966.53,64820.91,64877.86,55.49191,1769904179999999,0,0,0,0,0
1769904180000000,64772.41,64788.14,64649.06,64733.67,10.45491,1769904239999999,0,0,0,0,0
1769904240000000,64853.31,64969.60,64828.33,64872.93,77.00492,1769904299999999,0,0,0,0,0
1769904300000000,64819.79,64849.99,64692.42,64864.08,52.26082,1769904359999999,0,0,0,0,0
1769904360000000,64905.93,65027.09,64696.33,64881.65,36.49741,1769904419999999,0,0,0,0,0
1769904420000000,64639.24,64687.57,64522.23,64585.32,50.41465,1769904479999999,0,0,0,0,0
1769904480000000,64628.11,64651.62,64618.96,64660.86,15.58544,1769904539999999,0,0,0,0,0
1769904540000000,64637.44,64674.14,64617.56,64693.41,35.53825,1769904599999999,0,0,0,0,0
1769904600000000,64568.76,64608.70,64548.75,64662.19,55.36248,1769904659999999,0,0,0,0,0
1769904660000000,64499.78,64530.82,64493.53,64476.09,36.56188,1769904719999999,0,0,0,0,0
1769904720000000,64716.23,64723.76,64602.40,64694.95,68.99963,1769904779999999,0,0,0,0,0
1769904780000000,64735.25,64792.18,64667.01,64742.22,28.74186,1769904839999999,0,0,0,0,0
1769904840000000,64823.69,65009.40,64774.09,64799.31,55.88071,1769904899999999,0,0,0,0,0
1769904900000000,64560.88,64669.07,64500.20,64568.90,27.26393,1769904959999999,0,0,0,0,0
1769904960000000,64454.55,64478.05,64307.25,64411.25,37.95804,1769905019999999,0,0,0,0,0
1769905020000000,64556.88,64829.02,64522.01,64555.83,13.29815,1769905079999999,0,0,0,0,0
1769905080000000,64721.81,64793.27,64699.91,64681.37,14.44694,1769905139999999,0,0,0,0,0
1769905140000000,64355.36,64535.86,64145.95,64335.99,70.25458,1769905199999999,0,0,0,0,0
1769905200000000,64597.54,64606.75,64556.24,64552.40,28.67776,1769905259999999,0,0,0,0,0
1769905260000000,64553.39,64583.52,64472.70,64570.92,76.76711,1769905319999999,0,0,0,0,0
1769905320000000,64639.00,64682.99,64588.81,64638.91,73.88395,1769905379999999,0,0,0,0,0
1769905380000000,64727.56,64776.51,64657.12,64685.55,20.69875,1769905439999999,0,0,0,0,0
1769905440000000,64743.59,64842.89,64725.99,64695.20,10.04003,1769905499999999,0,0,0,0,0
1769905500000000,64731.50,64745.68,64583.21,64696.10,68.21659,1769905559999999,0,0,0,0,0
1769905560000000,64714.53,64740.38,64574.87,64647.29,15.99574,1769905619999999,0,0,0,0,0
1769905620000000,64659.36,64662.02,64650.29,64591.35,18.98740,1769905679999999,0,0,0,0,0
1769905680000000,64473.84,64489.47,64458.50,64554.65,39.61966,1769905739999999,0,0,0,0,0
1769905740000000,64520.86,64617.61,64514.12,64494.27,31.82014,1769905799999999,0,0,0,0,0
1769905800000000,64740.48,64744.01,64651.10,64758.79,18.47029,1769905859999999,0,0,0,0,0
1769905860000000,64763.34,64835.10,64714.17,64748.10,25.41522,1769905919999999,0,0,0,0,0
1769905920000000,64955.64,65004.38,64932.72,65041.75,70.17448,1769905979999999,0,0,0,0,0
1769905980000000,65055.68,65081.08,65028.60,65031.42,19.26183,1769906039999999,0,0,0,0,0
1769906040000000,65234.76,65275.79,65096.63,65246.74,66.52479,1769906099999999,0,0,0,0,0
1769906100000000,65258.36,65291.98,65182.14,65275.98,42.69173,1769906159999999,0,0,0,0,0
1769906160000000,65227.65,65346.29,65191.41,65225.84,38.18349,1769906219999999,0,0,0,0,0
1769906220000000,65067.75,65202.47,65067.31,65093.73,41.40295,1769906279999999,0,0,0,0,0
1769906280000000,64960.51,64990.98,64960.29,65051.15,41.01915,1769906339999999,0,0,0,0,0
1769906340000000,65082.83,65160.21,64793.66,65130.40,68.52193,1769906399999999,0,0,0,0,0
1769906400000000,65418.55,65453.93,65390.51,65398.92,43.99488,1769906459999999,0,0,0,0,0
1769906460000000,65450.76,65529.66,65377.91,65464.82,78.97162,1769906519999999,0,0,0,0,0
1769906520000000,65423.45,65562.89,65342.89,65435.16,77.01223,1769906579999999,0,0,0,0,0
1769906580000000,65612.34,65615.27,65603.19,65589.60,30.76955,1769906639999999,0,0,0,0,0
1769906640000000,65802.84,65823.40,65674.66,65785.43,14.00157,1769906699999999,0,0,0,0,0
1769906700000000,65645.71,65693.44,65617.55,65627.01,77.25452,1769906759999999,0,0,0,0,0
1769906760000000,65726.74,65751.48,65627.52,65693.01,26.46427,1769906819999999,0,0,0,0,0
1769906820000000,65953.14,66068.18,65950.58,66006.87,53.35671,1769906879999999,0,0,0,0,0
1769906880000000,65774.83,65826.30,65589.84,65761.50,24.29814,1769906939999999,0,0,0,0,0
1769906940000000,65747.60,65805.35,65652.89,65783.96,30.99980,1769906999999999,0,0,0,0,0
1769907000000000,65642.70,65764.89,65563.16,65662.20,79.89181,1769907059999999,0,0,0,0,0
1769907060000000,65697.98,65698.75,65683.57,65728.55,75.32816,1769907119999999,0,0,0,0,0
1769907120000000,65920.48,66032.44,65888.50,65937.62,68.36215,1769907179999999,0,0,0,0,0
1769907180000000,65856.51,65961.89,65740.33,65851.84,10.54762,1769907239999999,0,0,0,0,0
1769907240000000,65904.01,65965.58,65806.07,65823.08,19.40038,1769907299999999,0,0,0,0,0
1769907300000000,65952.90,65978.15,65892.64,65942.43,52.33809,1769907359999999,0,0,0,0,0
1769907360000000,65927.68,65980.54,65886.03,65904.29,44.19723,1769907419999999,0,0,0,0,0
1769907420000000,66163.40,66250.13,66093.16,66186.41,29.36762,1769907479999999,0,0,0,0,0
1769907480000000,66415.12,66418.18,66374.51,66391.46,61.88616,1769907539999999,0,0,0,0,0
1769907540000000,66257.85,66284.82,66226.27,66258.81,71.81745,1769907599999999,0,0,0,0,0
1769907600000000,66406.67,66463.70,66353.07,66361.09,20.36656,1769907659999999,0,0,0,0,0
1769907660000000,66489.28,66538.59,66374.40,66446.99,70.24918,1769907719999999,0,0,0,0,0
1769907720000000,66564.77,66597.36,66564.66,66583.40,64.60814,1769907779999999,0,0,0,0,0
1769907780000000,66671.30,66725.67,66637.64,66655.37,75.09167,1769907839999999,0,0,0,0,0
1769907840000000,66933.42,67097.86,66871.86,66856.77,11.73505,1769907899999999,0,0,0,0,0
1769907900000000,66912.39,66984.02,66781.75,66882.06,70.48448,1769907959999999,0,0,0,0,0
1769907960000000,66946.85,67005.34,66937.94,66928.24,71.05167,1769908019999999,0,0,0,0,0
1769908020000000,67004.21,67048.25,66968.11,66963.62,31.36336,1769908079999999,0,0,0,0,0
1769908080000000,67024.49,67079.66,66972.66,67028.37,32.97834,1769908139999999,0,0,0,0,0
1769908140000000,67272.14,67429.37,67251.29,67328.48,37.97749,1769908199999999,0,0,0,0,0
1769908200000000,67445.42,67457.14,67408.67,67438.05,77.92804,1769908259999999,0,0,0,0,0
1769908260000000,67600.01,67784.74,67596.29,67619.08,40.41946,1769908319999999,0,0,0,0,0
1769908320000000,67569.52,67638.30,67494.31,67539.89,36.96368,1769908379999999,0,0,0,0,0
1769908380000000,67454.71,67483.10,67453.52,67452.46,74.79026,1769908439999999,0,0,0,0,0
1769908440000000,67210.23,67240.75,67204.21,67150.70,35.49550,1769908499999999,0,0,0,0,0
1769908500000000,67399.72,67450.02,67366.18,67430.12,69.36107,1769908559999999,0,0,0,0,0
1769908560000000,67363.77,67430.16,67333.94,67401.94,38.16803,1769908619999999,0,0,0,0,0
1769908620000000,67329.80,67369.84,67163.07,67375.33,57.41226,1769908679999999,0,0,0,0,0
1769908680000000,67488.07,67551.49,67456.34,67535.91,10.02842,1769908739999999,0,0,0,0,0
1769908740000000,67439.07,67521.61,67336.83,67410.98,42.54917,1769908799999999,0,0,0,0,0
1769908800000000,67329.66,67349.38,67159.98,67344.09,65.72173,1769908859999999,0,0,0,0,0
1769908860000000,67348.54,67378.02,67235.81,67343.05,33.46318,1769908919999999,0,0,0,0,0
1769908920000000,67441.07,67562.35,67414.46,67415.83,23.93910,1769908979999999,0,0,0,0,0
1769908980000000,67539.96,67549.12,67386.09,67552.07,15.09798,1769909039999999,0,0,0,0,0
1769909040000000,67345.63,67403.38,67303.38,67403.66,44.60640,1769909099999999,0,0,0,0,0
1769909100000000,67342.18,67458.98,67208.87,67344.50,63.90323,1769909159999999,0,0,0,0,0
1769909160000000,67454.22,67506.47,67363.78,67544.20,46.25704,1769909219999999,0,0,0,0,0
1769909220000000,67549.91,67568.70,67498.73,67513.91,66.09916,1769909279999999,0,0,0,0,0
1769909280000000,67316.53,67523.06,67154.87,67261.26,72.39981,1769909339999999,0,0,0,0,0
1769909340000000,67123.29,67206.20,66972.61,67121.03,48.35104,1769909399999999,0,0,0,0,0
1769909400000000,67310.32,67389.77,67249.14,67315.23,27.30678,1769909459999999,0,0,0,0,0
1769909460000000,67132.98,67236.72,67021.67,67125.48,29.22182,1769909519999999,0,0,0,0,0
1769909520000000,67231.07,67261.77,67221.52,67265.85,47.81066,1769909579999999,0,0,0,0,0
